         685164 function calls (671689 primitive calls) in 0.511 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.007    0.007 tz.py:9(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.003    0.003 union.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:132(Registry)
        1    0.000    0.000    0.000    0.000 units.py:136(__init__)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
        1    0.000    0.000    0.000    0.000 units.py:52(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:87(ConversionInterface)
        1    0.000    0.000    0.000    0.000 usertools.py:2(<module>)
        3    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:12(<module>)
        1    0.000    0.000    0.000    0.000 util.py:549(AccumulationBounds)
        1    0.000    0.000    0.000    0.000 util.py:7(assoc)
        2    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1212(_Dummy)
        1    0.000    0.000    0.000    0.000 utils.py:1816(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1858(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1923(suppress_warnings)
       34    0.000    0.000    0.001    0.000 utils.py:22(_toposort)
        1    0.000    0.000    0.009    0.009 utils.py:4(<module>)
       92    0.000    0.000    0.000    0.000 utils.py:41(<genexpr>)
      298    0.000    0.000    0.000    0.000 utils.py:42(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:45(KnownFailureException)
        1    0.000    0.000    0.006    0.006 utils.py:5(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
      356    0.000    0.000    0.000    0.000 utils.py:53(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
       34    0.000    0.000    0.000    0.000 utils.py:58(reverse_dict)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
       34    0.000    0.000    0.000    0.000 utils.py:80(groupby)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        6    0.000    0.000    0.000    0.000 version.py:302(__init__)
        6    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        6    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        3    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        3    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 visualization.py:3(<module>)
        1    0.000    0.000    0.000    0.000 visualization.py:9(VisualizationMethods)
        4    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
        7    0.000    0.000    0.000    0.000 warnings.py:154(simplefilter)
       11    0.000    0.000    0.000    0.000 warnings.py:170(_add_filter)
       32    0.000    0.000    0.000    0.000 warnings.py:442(__init__)
       32    0.000    0.000    0.000    0.000 warnings.py:463(__enter__)
       32    0.000    0.000    0.000    0.000 warnings.py:482(__exit__)
        4    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        4    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1085(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:1234(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1325(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:134(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:1440(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1669(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:1890(ToolHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:1949(RectangleSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:23(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:2380(EllipseSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2451(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2538(PolygonSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:256(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:2751(Lasso)
        1    0.000    0.000    0.000    0.000 widgets.py:481(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:61(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:635(TextBox)
        1    0.000    0.000    0.000    0.000 widgets.py:92(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:940(RadioButtons)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 zeta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 zeta_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:16(lerchphi)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:206(polylog)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:334(zeta)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:506(dirichlet_eta)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:551(stieltjes)
        1    0.000    0.000    0.000    0.000 zetazeros.py:16(<module>)
     5808    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x8a7ee0}
       29    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      385    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       15    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    76/22    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
     1189    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       97    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.cmp_to_key}
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      671    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     4216    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    44/43    0.015    0.000    0.017    0.000 {built-in method _imp.create_dynamic}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       44    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
      119    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      732    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     4216    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
       28    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       60    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        3    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      209    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      116    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       91    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       19    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1493    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     2525    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       75    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        8    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
2085/2016    0.032    0.000    0.123    0.000 {built-in method builtins.__build_class__}
   445/48    0.001    0.000    0.347    0.007 {built-in method builtins.__import__}
       87    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
     7235    0.001    0.000    0.003    0.000 {built-in method builtins.all}
     2346    0.002    0.000    0.013    0.000 {built-in method builtins.any}
     2839    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      558    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       26    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
    61/60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       18    0.000    0.000    0.002    0.000 {built-in method builtins.eval}
    743/1    0.005    0.000    0.511    0.511 {built-in method builtins.exec}
    25452    0.011    0.000    0.011    0.000 {built-in method builtins.getattr}
      510    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
    24621    0.010    0.000    0.010    0.000 {built-in method builtins.hasattr}
28578/28359    0.002    0.000    0.002    0.000 {built-in method builtins.hash}
      433    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    65862    0.007    0.000    0.007    0.000 {built-in method builtins.isinstance}
     4791    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
      203    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
32192/31118    0.002    0.000    0.003    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      644    0.000    0.000    0.001    0.000 {built-in method builtins.max}
     2385    0.001    0.000    0.001    0.000 {built-in method builtins.min}
       55    0.000    0.000    0.001    0.000 {built-in method builtins.next}
     2258    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      156    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     6389    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
      204    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       80    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     2013    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        6    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 {built-in method gc.collect}
       29    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      671    0.084    0.000    0.084    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        6    0.000    0.000    0.000    0.000 {built-in method math.frexp}
       94    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      277    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
       60    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
      492    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.array}
      252    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
       26    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
       60    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.result_type}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
       14    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        7    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
     2944    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      115    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       77    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
